capture_industry,cluster_active,financial_ann_date,financial_bad,financial_missing,is_st,membership_present,period,planned_entry_date,reasons,signal_date,signal_industry,ts_code
801044.SI,True,2015-04-11,True,False,False,True,2015-2021,2015-07-22,"[""financial_bad""]",2015-07-21,801044.SI,600022.SH
801096.SI,True,,False,True,False,True,2015-2021,2015-07-23,"[""financial_missing""]",2015-07-22,801096.SI,000800.SZ
801044.SI,True,2015-04-11,True,False,False,True,2015-2021,2015-07-23,"[""financial_bad""]",2015-07-22,801044.SI,600022.SH
801055.SI,True,2015-03-26,True,False,False,True,2015-2021,2015-07-23,"[""financial_bad""]",2015-07-22,801055.SI,601600.SH
801096.SI,True,,False,True,False,True,2015-2021,2015-07-24,"[""financial_missing""]",2015-07-23,801096.SI,000800.SZ
801044.SI,True,2015-04-11,True,False,False,True,2015-2021,2015-07-24,"[""financial_bad""]",2015-07-23,801044.SI,600022.SH
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-07-24,"[""financial_bad""]",2015-07-23,801038.SI,600096.SH
801055.SI,True,2015-03-26,True,False,False,True,2015-2021,2015-07-24,"[""financial_bad""]",2015-07-23,801055.SI,601600.SH
801044.SI,True,2015-04-11,True,False,False,True,2015-2021,2015-07-27,"[""financial_bad""]",2015-07-24,801044.SI,600022.SH
801055.SI,True,2015-03-26,True,False,False,True,2015-2021,2015-07-27,"[""financial_bad""]",2015-07-24,801055.SI,601600.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-07-31,"[""financial_bad""]",2015-07-30,801223.SI,002123.SZ
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-07,"[""financial_bad""]",2015-08-06,801038.SI,600096.SH
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-10,"[""financial_bad""]",2015-08-07,801038.SI,600096.SH
801096.SI,False,,False,True,False,True,2015-2021,2015-08-11,"[""financial_missing""]",2015-08-10,801096.SI,000800.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-08-11,"[""financial_bad""]",2015-08-10,801223.SI,002123.SZ
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-11,"[""financial_bad""]",2015-08-10,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-11,"[""financial_bad""]",2015-08-10,801055.SI,601600.SH
801096.SI,False,,False,True,False,True,2015-2021,2015-08-12,"[""financial_missing""]",2015-08-11,801096.SI,000800.SZ
801044.SI,False,2015-04-11,True,False,False,True,2015-2021,2015-08-12,"[""financial_bad""]",2015-08-11,801044.SI,600022.SH
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-12,"[""financial_bad""]",2015-08-11,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-12,"[""financial_bad""]",2015-08-11,801055.SI,601600.SH
801096.SI,False,,False,True,False,True,2015-2021,2015-08-13,"[""financial_missing""]",2015-08-12,801096.SI,000800.SZ
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-13,"[""financial_bad""]",2015-08-12,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-13,"[""financial_bad""]",2015-08-12,801055.SI,601600.SH
801044.SI,False,2015-04-11,True,False,False,True,2015-2021,2015-08-14,"[""financial_bad""]",2015-08-13,801044.SI,600022.SH
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-14,"[""financial_bad""]",2015-08-13,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-14,"[""financial_bad""]",2015-08-13,801055.SI,601600.SH
801044.SI,False,2015-04-11,True,False,False,True,2015-2021,2015-08-17,"[""financial_bad""]",2015-08-14,801044.SI,600022.SH
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-17,"[""financial_bad""]",2015-08-14,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-17,"[""financial_bad""]",2015-08-14,801055.SI,601600.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-08-18,"[""financial_bad""]",2015-08-17,801223.SI,002123.SZ
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-18,"[""financial_bad""]",2015-08-17,801055.SI,601600.SH
801044.SI,False,2015-04-11,True,False,False,True,2015-2021,2015-08-19,"[""financial_bad""]",2015-08-18,801044.SI,600022.SH
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-19,"[""financial_bad""]",2015-08-18,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-19,"[""financial_bad""]",2015-08-18,801055.SI,601600.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-08-20,"[""financial_bad""]",2015-08-19,801223.SI,002123.SZ
801038.SI,False,2015-03-31,True,False,False,True,2015-2021,2015-08-20,"[""financial_bad""]",2015-08-19,801038.SI,600096.SH
801055.SI,False,2015-03-26,True,False,False,True,2015-2021,2015-08-20,"[""financial_bad""]",2015-08-19,801055.SI,601600.SH
801096.SI,False,,False,True,False,True,2015-2021,2015-08-24,"[""financial_missing""]",2015-08-21,801096.SI,000800.SZ
801044.SI,False,2015-04-11,True,False,False,True,2015-2021,2015-08-25,"[""financial_bad""]",2015-08-24,801044.SI,600022.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-09-29,"[""financial_bad""]",2015-09-28,801951.SI,601918.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-14,"[""financial_bad""]",2015-10-13,801951.SI,601918.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-15,"[""financial_bad""]",2015-10-14,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-23,"[""financial_bad""]",2015-10-22,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-26,"[""financial_bad""]",2015-10-23,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-27,"[""financial_bad""]",2015-10-26,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-28,"[""financial_bad""]",2015-10-27,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-29,"[""financial_bad""]",2015-10-28,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-10-30,"[""financial_bad""]",2015-10-29,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-02,"[""financial_bad""]",2015-10-30,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-05,"[""financial_bad""]",2015-11-04,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-06,"[""financial_bad""]",2015-11-05,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-09,"[""financial_bad""]",2015-11-06,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-19,"[""financial_bad""]",2015-11-18,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-11-24,"[""financial_bad""]",2015-11-23,801038.SI,600096.SH
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-11-25,"[""financial_bad""]",2015-11-24,801038.SI,600096.SH
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-11-27,"[""financial_bad""]",2015-11-26,801038.SI,600096.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-30,"[""financial_bad""]",2015-11-27,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-11-30,"[""financial_bad""]",2015-11-27,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-11-30,"[""financial_bad""]",2015-11-27,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-01,"[""financial_bad""]",2015-11-30,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-01,"[""financial_bad""]",2015-11-30,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-01,"[""financial_bad""]",2015-11-30,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-02,"[""financial_bad""]",2015-12-01,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-02,"[""financial_bad""]",2015-12-01,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-02,"[""financial_bad""]",2015-12-01,801951.SI,601918.SH
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-03,"[""financial_bad""]",2015-12-02,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-03,"[""financial_bad""]",2015-12-02,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-04,"[""financial_bad""]",2015-12-03,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-04,"[""financial_bad""]",2015-12-03,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-04,"[""financial_bad""]",2015-12-03,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-07,"[""financial_bad""]",2015-12-04,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-07,"[""financial_bad""]",2015-12-04,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-07,"[""financial_bad""]",2015-12-04,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-08,"[""financial_bad""]",2015-12-07,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-08,"[""financial_bad""]",2015-12-07,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-08,"[""financial_bad""]",2015-12-07,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-09,"[""financial_bad""]",2015-12-08,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-10,"[""financial_bad""]",2015-12-09,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-11,"[""financial_bad""]",2015-12-10,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-15,"[""financial_bad""]",2015-12-14,801223.SI,002123.SZ
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-15,"[""financial_bad""]",2015-12-14,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-16,"[""financial_bad""]",2015-12-15,801223.SI,002123.SZ
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-16,"[""financial_bad""]",2015-12-15,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-17,"[""financial_bad""]",2015-12-16,801223.SI,002123.SZ
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-17,"[""financial_bad""]",2015-12-16,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-18,"[""financial_bad""]",2015-12-17,801223.SI,002123.SZ
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-18,"[""financial_bad""]",2015-12-17,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-21,"[""financial_bad""]",2015-12-18,801223.SI,002123.SZ
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-21,"[""financial_bad""]",2015-12-18,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-22,"[""financial_bad""]",2015-12-21,801223.SI,002123.SZ
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-22,"[""financial_bad""]",2015-12-21,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-23,"[""financial_bad""]",2015-12-22,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-23,"[""financial_bad""]",2015-12-22,801038.SI,600096.SH
801951.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-23,"[""financial_bad""]",2015-12-22,801951.SI,601918.SH
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2015-12-24,"[""financial_bad""]",2015-12-23,801223.SI,002123.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-24,"[""financial_bad""]",2015-12-23,801038.SI,600096.SH
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-25,"[""financial_bad""]",2015-12-24,801038.SI,600096.SH
801223.SI,False,,False,True,False,True,2015-2021,2015-12-28,"[""financial_missing""]",2015-12-25,801223.SI,002467.SZ
801038.SI,True,2015-03-31,True,False,False,True,2015-2021,2015-12-28,"[""financial_bad""]",2015-12-25,801038.SI,600096.SH
801223.SI,False,,False,True,False,True,2015-2021,2015-12-29,"[""financial_missing""]",2015-12-28,801223.SI,002467.SZ
801231.SI,True,,False,True,False,True,2015-2021,2015-12-30,"[""financial_missing""]",2015-12-29,801231.SI,000839.SZ
801223.SI,False,,False,True,False,True,2015-2021,2015-12-30,"[""financial_missing""]",2015-12-29,801223.SI,002467.SZ
801764.SI,True,2015-04-28,True,False,False,True,2015-2021,2015-12-30,"[""financial_bad""]",2015-12-29,801764.SI,600652.SH
801231.SI,True,,False,True,False,True,2015-2021,2015-12-31,"[""financial_missing""]",2015-12-30,801231.SI,000839.SZ
801223.SI,False,,False,True,False,True,2015-2021,2015-12-31,"[""financial_missing""]",2015-12-30,801223.SI,002467.SZ
801231.SI,True,,False,True,False,True,2015-2021,2016-01-04,"[""financial_missing""]",2015-12-31,801231.SI,000839.SZ
801223.SI,False,,False,True,False,True,2015-2021,2016-01-04,"[""financial_missing""]",2015-12-31,801223.SI,002467.SZ
801764.SI,True,2015-04-28,True,False,False,True,2015-2021,2016-01-04,"[""financial_bad""]",2015-12-31,801764.SI,600652.SH
801764.SI,True,2015-04-28,True,False,False,True,2015-2021,2016-01-05,"[""financial_bad""]",2016-01-04,801764.SI,600652.SH
801231.SI,True,,False,True,False,True,2015-2021,2016-01-06,"[""financial_missing""]",2016-01-05,801231.SI,000839.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2016-01-06,"[""financial_bad""]",2016-01-05,801223.SI,002123.SZ
801231.SI,True,,False,True,False,True,2015-2021,2016-01-07,"[""financial_missing""]",2016-01-06,801231.SI,000839.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2016-01-07,"[""financial_bad""]",2016-01-06,801223.SI,002123.SZ
801223.SI,False,2015-04-18,True,False,False,True,2015-2021,2016-02-23,"[""financial_bad""]",2016-02-22,801223.SI,002123.SZ
801764.SI,False,2015-04-28,True,False,False,True,2015-2021,2016-02-23,"[""financial_bad""]",2016-02-22,801764.SI,600652.SH
801764.SI,False,2015-04-28,True,False,False,True,2015-2021,2016-02-24,"[""financial_bad""]",2016-02-23,801764.SI,600652.SH
801764.SI,False,2015-04-28,True,False,False,True,2015-2021,2016-02-25,"[""financial_bad""]",2016-02-24,801764.SI,600652.SH
801726.SI,False,2016-03-25,True,False,False,True,2015-2021,2016-04-06,"[""financial_bad""]",2016-04-05,801726.SI,000779.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-04-06,"[""financial_missing""]",2016-04-05,801231.SI,000839.SZ
801726.SI,False,2016-03-25,True,False,False,True,2015-2021,2016-04-07,"[""financial_bad""]",2016-04-06,801726.SI,000779.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-04-07,"[""financial_missing""]",2016-04-06,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-04-08,"[""financial_missing""]",2016-04-07,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-04-11,"[""financial_missing""]",2016-04-08,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-12,"[""financial_missing""]",2016-04-11,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-13,"[""financial_missing""]",2016-04-12,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-14,"[""financial_missing""]",2016-04-13,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-15,"[""financial_missing""]",2016-04-14,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-18,"[""financial_missing""]",2016-04-15,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-19,"[""financial_missing""]",2016-04-18,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-20,"[""financial_missing""]",2016-04-19,801231.SI,000839.SZ
801037.SI,True,2016-04-08,True,False,False,True,2015-2021,2016-04-26,"[""financial_bad""]",2016-04-25,801037.SI,002442.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-27,"[""financial_missing""]",2016-04-26,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-28,"[""financial_missing""]",2016-04-27,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-04-29,"[""financial_missing""]",2016-04-28,801231.SI,000839.SZ
801037.SI,True,2016-04-08,True,False,False,True,2015-2021,2016-04-29,"[""financial_bad""]",2016-04-28,801037.SI,002442.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-05-03,"[""financial_missing""]",2016-04-29,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-05-04,"[""financial_missing""]",2016-05-03,801231.SI,000839.SZ
801037.SI,True,2016-04-08,True,False,False,True,2015-2021,2016-05-04,"[""financial_bad""]",2016-05-03,801037.SI,002442.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-05-05,"[""financial_missing""]",2016-05-04,801231.SI,000839.SZ
801037.SI,True,2016-04-08,True,False,False,True,2015-2021,2016-05-05,"[""financial_bad""]",2016-05-04,801037.SI,002442.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-05-06,"[""financial_missing""]",2016-05-05,801231.SI,000839.SZ
801037.SI,True,2016-04-08,True,False,False,True,2015-2021,2016-05-06,"[""financial_bad""]",2016-05-05,801037.SI,002442.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-01,"[""financial_missing""]",2016-06-30,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-04,"[""financial_missing""]",2016-07-01,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-05,"[""financial_missing""]",2016-07-04,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-06,"[""financial_missing""]",2016-07-05,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-07,"[""financial_missing""]",2016-07-06,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-08,"[""financial_missing""]",2016-07-07,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-11,"[""financial_missing""]",2016-07-08,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-12,"[""financial_missing""]",2016-07-11,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-13,"[""financial_missing""]",2016-07-12,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-14,"[""financial_missing""]",2016-07-13,801231.SI,000839.SZ
801231.SI,False,2016-03-23,False,True,False,True,2015-2021,2016-07-15,"[""financial_missing""]",2016-07-14,801231.SI,000839.SZ
801181.SI,True,2016-03-24,True,False,False,True,2015-2021,2016-08-05,"[""financial_bad""]",2016-08-04,801181.SI,600149.SH
801181.SI,True,2016-03-24,True,False,False,True,2015-2021,2016-08-09,"[""financial_bad""]",2016-08-08,801181.SI,600149.SH
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-08-23,"[""financial_missing""]",2016-08-22,801231.SI,000839.SZ
801231.SI,True,2016-03-23,False,True,False,True,2015-2021,2016-09-05,"[""financial_missing""]",2016-09-02,801231.SI,000839.SZ
801152.SI,True,2016-04-29,True,False,False,True,2015-2021,2016-10-13,"[""financial_bad""]",2016-10-12,801152.SI,000518.SZ
801152.SI,True,2016-04-29,True,False,False,True,2015-2021,2016-10-14,"[""financial_bad""]",2016-10-13,801152.SI,000518.SZ
801152.SI,True,2016-04-29,True,False,False,True,2015-2021,2016-10-17,"[""financial_bad""]",2016-10-14,801152.SI,000518.SZ
801152.SI,True,2016-04-29,True,False,False,True,2015-2021,2016-10-18,"[""financial_bad""]",2016-10-17,801152.SI,000518.SZ
